"Id","SalePrice"
1461,118727.993226022
1462,186127.563608792
1463,188463.691291072
1464,204022.763819766
1465,213632.057637412
1466,189879.678127278
1467,189881.30020066
1468,178314.793510046
1469,214567.24249953
1470,120318.260585188
1471,227043.601524339
1472,127832.349043978
1473,118609.804643102
1474,171310.919414242
1475,135437.757511966
1476,358949.896357118
1477,253571.851651002
1478,323741.511525562
1479,311940.376333704
1480,439679.127900696
1481,298504.358220448
1482,235428.308190571
1483,198952.861734678
1484,197673.418219705
1485,214902.402649158
1486,224961.761907282
1487,311010.551150967
1488,249673.439590723
1489,201579.92417204
1490,238879.282656145
1491,234551.623011778
1492,100704.526176499
1493,219766.110499437
1494,311023.320733861
1495,289255.030231205
1496,267659.367819263
1497,200438.045065716
1498,198505.167291713
1499,189000.890690347
1500,183009.947990137
1501,220465.070817037
1502,183827.601349047
1503,285126.808098556
1504,258774.680544754
1505,231943.676507279
1506,205164.664765393
1507,262404.947335728
1508,226529.33803799
1509,167244.157352947
1510,157829.571058736
1511,165319.989251632
1512,183184.556370596
1513,163385.38960583
1514,180091.002840096
1515,227656.676627093
1516,185995.178178893
1517,184861.964656346
1518,151215.067635781
1519,244347.563928728
1520,148666.92921407
1521,149942.679715937
1522,199717.548406479
1523,115652.990041683
1524,132231.925081122
1525,115906.170525749
1526,123953.734495503
1527,97489.8312612349
1528,158707.573784509
1529,147025.942095222
1530,208738.198997459
1531,172319.903461243
1532,106099.794304911
1533,171384.167856459
1534,165609.107865535
1535,182832.368947534
1536,126869.5884268
1537,66789.8761549572
1538,172240.249667932
1539,243197.998632186
1540,157738.286435453
1541,177528.711271473
1542,157623.246275217
1543,210242.864287936
1544,79776.4401132523
1545,122730.443505637
1546,159981.012658017
1547,166771.507252115
1548,144005.978969964
1549,130305.473652871
1550,154438.874411077
1551,157321.175219549
1552,171765.694035491
1553,166010.35569098
1554,132729.571728725
1555,185902.490050655
1556,120079.9070284
1557,139129.266151589
1558,140613.126290437
1559,100622.21124554
1560,175650.287244575
1561,156897.550601868
1562,146694.336653262
1563,128274.449079858
1564,188287.08727838
1565,168286.685122616
1566,253944.983025443
1567,89734.3207888485
1568,262689.428089585
1569,172992.253744587
1570,160845.882946795
1571,126748.782254945
1572,153922.849302748
1573,261574.650385529
1574,137415.447178195
1575,248110.268068044
1576,261498.217052904
1577,194555.989214134
1578,179899.562847572
1579,151022.909300348
1580,209280.144434695
1581,166291.670041286
1582,132750.365222651
1583,302111.446810893
1584,242800.864062624
1585,186343.116441673
1586,50553.8315358955
1587,114107.216847234
1588,165102.980085639
1589,113842.477191141
1590,139874.231401505
1591,89681.7124137944
1592,152615.81856133
1593,134176.881885758
1594,158141.899196453
1595,146353.83975751
1596,257993.926679994
1597,203163.480728154
1598,215362.27063153
1599,219459.766724502
1600,217865.145123622
1601,40822.0248226436
1602,143012.135001841
1603,97871.8115417084
1604,286549.082034107
1605,264259.2816066
1606,167936.762407652
1607,198001.220755369
1608,235531.949312756
1609,200913.709839679
1610,158703.648475681
1611,157917.495871322
1612,200173.013615863
1613,170778.579620117
1614,147703.628884519
1615,89889.8002905877
1616,84646.7221436335
1617,94824.6109707117
1618,115829.589332594
1619,160708.383791189
1620,196199.942067002
1621,148795.527571051
1622,173662.313161469
1623,281373.590619936
1624,235331.947849467
1625,149634.720149817
1626,197410.142113413
1627,202338.647712783
1628,301088.115343881
1629,188736.632061892
1630,338650.399735401
1631,227529.353322887
1632,248922.973659421
1633,194526.462369419
1634,197394.50392387
1635,202452.187956217
1636,173821.684901041
1637,189433.18049952
1638,227290.385643188
1639,188232.35971368
1640,272167.622327937
1641,195440.698432008
1642,262217.922361418
1643,239261.786087928
1644,245872.629574686
1645,217534.336373405
1646,179811.34783415
1647,180987.171814792
1648,136822.117663086
1649,149323.431897853
1650,104087.873208909
1651,113335.377218285
1652,129298.836265801
1653,128091.199038421
1654,169980.517912035
1655,167337.886720358
1656,164959.501705006
1657,169978.35482954
1658,174841.817531213
1659,134897.070598949
1660,167942.111660838
1661,421162.781385042
1662,358423.370982431
1663,380122.902518306
1664,447126.135052702
1665,328106.162878348
1666,329262.954354082
1667,366691.737784158
1668,359377.674248693
1669,329283.630061609
1670,360556.813464433
1671,277146.194242281
1672,403291.144591324
1673,292915.460579517
1674,258957.535186275
1675,229422.180514109
1676,226512.390156648
1677,236588.182314767
1678,428695.886698731
1679,370519.847120004
1680,347286.991327735
1681,308272.492348567
1682,313924.973355216
1683,209917.574803293
1684,211987.480423705
1685,213531.137799769
1686,203820.820291913
1687,204799.647999921
1688,225114.140166199
1689,228324.895979293
1690,228082.731822521
1691,218711.39964133
1692,293735.628536173
1693,203698.889386626
1694,196109.374110176
1695,177054.389892259
1696,289215.275926156
1697,175475.874921465
1698,327349.068162851
1699,331770.772453487
1700,260267.470108013
1701,287975.488791769
1702,262966.457005467
1703,258643.793043494
1704,288399.339086611
1705,280684.810752877
1706,408916.528564291
1707,232484.423735781
1708,215828.237937173
1709,282148.232679668
1710,230681.553898008
1711,291487.925557719
1712,261762.12660372
1713,281870.679222084
1714,236664.580415755
1715,225054.307058149
1716,196219.599812989
1717,198630.078185827
1718,149279.987735279
1719,236758.777990885
1720,270185.027160108
1721,198522.128970571
1722,141806.571783266
1723,173676.936202765
1724,221788.904506948
1725,263232.536395126
1726,200978.647677678
1727,180136.043882538
1728,216141.472938906
1729,175431.703835118
1730,184050.20439553
1731,145128.550881882
1732,137268.440725952
1733,124993.762928169
1734,127086.536269099
1735,153161.988970513
1736,118313.373525062
1737,316910.052206748
1738,245707.21131274
1739,283965.456145881
1740,224567.715723181
1741,215590.63412801
1742,202410.225540156
1743,216291.126397427
1744,330657.041175339
1745,228927.291875888
1746,224811.785702415
1747,240641.887704705
1748,235234.028702163
1749,172969.999221532
1750,155677.228311473
1751,275544.147626548
1752,112244.67773975
1753,157951.752593338
1754,207446.262351961
1755,206202.112603088
1756,119118.743386333
1757,114946.204789997
1758,163221.121112121
1759,184649.477510694
1760,179000.269841129
1761,160294.612078483
1762,185239.543948914
1763,198417.289715975
1764,118433.154471815
1765,189471.984445711
1766,197167.324506431
1767,224287.942305133
1768,148402.951645409
1769,192006.293811769
1770,173932.719045113
1771,115181.169623182
1772,150909.900580149
1773,129604.778900868
1774,187241.952720051
1775,151541.254096306
1776,134109.476280956
1777,127075.66852344
1778,155893.697314675
1779,136215.044792046
1780,198733.319296391
1781,126595.331795313
1782,73840.4936873945
1783,157424.436406771
1784,113195.326856213
1785,139597.938733798
1786,149721.437593789
1787,192905.593994967
1788,68121.9369558627
1789,102835.515228126
1790,75440.9115022806
1791,235320.597699496
1792,158606.842622631
1793,184140.928593885
1794,178206.440419131
1795,149412.08378136
1796,154951.17974374
1797,141668.850506765
1798,119194.64137648
1799,103962.682349617
1800,135506.872559013
1801,129129.059512728
1802,138295.833651021
1803,177753.95215613
1804,165948.457114407
1805,151642.829622745
1806,154000.074906772
1807,180958.48850194
1808,151198.140210712
1809,126331.16104605
1810,148173.735423854
1811,148469.664194115
1812,127138.272117882
1813,135532.16048824
1814,102722.571115696
1815,31204.1961797586
1816,120386.157797739
1817,150315.818272504
1818,214823.412740963
1819,167321.090474264
1820,73083.8154120176
1821,142694.346581717
1822,183419.71732486
1823,54735.2236456876
1824,144219.589963424
1825,145720.829075214
1826,132182.114452903
1827,96165.7216374097
1828,145271.130287109
1829,153513.583389213
1830,165276.675586774
1831,172409.769269206
1832,131610.204454321
1833,170567.853438202
1834,159030.395192682
1835,163460.373183198
1836,146093.613582404
1837,97062.0133918837
1838,152079.498283138
1839,128538.231614565
1840,152549.256792514
1841,147473.208459846
1842,105185.660388907
1843,133938.458900068
1844,160584.013281008
1845,149853.643773413
1846,172019.414283593
1847,183758.69845842
1848,50483.8404317233
1849,129830.190758886
1850,125039.906895684
1851,171455.633907814
1852,129566.602378886
1853,159363.890237889
1854,191732.546661867
1855,207601.29755708
1856,245999.10566833
1857,192137.463855911
1858,166471.909297927
1859,140876.810901459
1860,192395.734370427
1861,140011.064398571
1862,323935.140076877
1863,320341.396339305
1864,320375.351527836
1865,357612.356207947
1866,358780.614203379
1867,248367.807973291
1868,320068.389751037
1869,230413.117386871
1870,255849.335406447
1871,266980.836235753
1872,212244.10277217
1873,257683.996886582
1874,133417.722856261
1875,211593.519223603
1876,204719.274656947
1877,233087.971656263
1878,217447.1511523
1879,149163.646753649
1880,134953.260039367
1881,264680.777477562
1882,279984.368770764
1883,211285.808520849
1884,221430.095635967
1885,263399.751627526
1886,300748.835438667
1887,243250.858048904
1888,280135.563382958
1889,190624.6750819
1890,120935.013611627
1891,159744.827813297
1892,92217.1228503152
1893,164098.566499872
1894,145956.953435713
1895,165274.895698688
1896,148159.096997764
1897,142161.542277702
1898,139160.748655223
1899,169761.696823054
1900,154917.355845112
1901,180026.054727163
1902,151866.580370575
1903,239633.642927838
1904,137493.43997354
1905,189407.395753867
1906,183468.382492216
1907,234103.96594059
1908,129963.199268784
1909,174872.42347326
1910,148432.536369089
1911,207305.65432193
1912,304120.889045707
1913,179196.972966446
1914,57447.1852227913
1915,326927.817092315
1916,64005.1949487526
1917,266175.071708764
1918,154749.322008048
1919,191618.61558146
1920,150805.949045659
1921,383807.152217626
1922,353788.084569159
1923,236648.261643982
1924,258742.715450073
1925,228773.853325574
1926,385842.06586769
1927,147979.325658008
1928,181723.808285768
1929,128169.527038093
1930,150638.611054221
1931,149956.613690241
1932,147275.225172838
1933,195907.981804527
1934,187362.355282199
1935,183362.510246484
1936,202248.147501091
1937,193749.278976694
1938,192687.035667015
1939,271127.328117
1940,214565.21990189
1941,185095.461546427
1942,207206.817686292
1943,232771.813889996
1944,340910.359821639
1945,377656.737412236
1946,198370.17014601
1947,338030.49704633
1948,207705.284451156
1949,270709.453632331
1950,211033.611468735
1951,291068.742424004
1952,254470.299082046
1953,212724.331350502
1954,218957.531279807
1955,138275.347831933
1956,326930.599169134
1957,163946.503403692
1958,314202.040254028
1959,167984.781637566
1960,110894.511196123
1961,137039.703505759
1962,124215.510232639
1963,134872.472984576
1964,124361.710264108
1965,165155.009597903
1966,158433.528188266
1967,292660.459499168
1968,388336.815835924
1969,382309.81697989
1970,377779.611539483
1971,429384.809510658
1972,375623.819215463
1973,301400.447854153
1974,337610.496339161
1975,436917.352488716
1976,287802.084031544
1977,361116.598129573
1978,332972.665456697
1979,340678.259425295
1980,214240.618367954
1981,368532.195297228
1982,242531.681070039
1983,227815.491767947
1984,203437.823194435
1985,243643.741987528
1986,244498.533054657
1987,204157.421603669
1988,203585.291389197
1989,223312.624476485
1990,244361.219970979
1991,237194.900619728
1992,258212.657428533
1993,205197.863061159
1994,255575.931485095
